Date,Daily Change,Change Rounded,Close/Last,Open,High,Low
01/30/2024,-0.01867682794,-0.019,4924.97,4925.89,4931.09,4916.27
01/29/2024,0.7149061405,0.715,4927.93,4892.95,4929.31,4887.4
01/26/2024,0.04213618168,0.042,4890.97,4888.91,4906.69,4881.47
01/25/2024,0.1534790634,0.153,4894.16,4886.66,4898.15,4869.34
01/24/2024,-0.4093229908,-0.409,4868.55,4888.56,4903.68,4865.94
01/23/2024,0.1605995717,0.161,4864.6,4856.8,4866.48,4844.37
01/22/2024,-0.06160604275,-0.062,4850.43,4853.42,4868.41,4844.05
01/19/2024,0.9075783732,0.908,4839.81,4796.28,4842.07,4785.87
01/18/2024,0.4378059284,0.438,4780.94,4760.1,4785.79,4740.57
01/17/2024,0.001688073549,0.002,4739.21,4739.13,4744.23,4714.82
01/16/2024,-0.1334772177,-0.133,4765.98,4772.35,4782.34,4747.12
01/12/2024,-0.1534068852,-0.153,4783.83,4791.18,4802.4,4768.98
01/11/2024,-0.2481151388,-0.248,4780.24,4792.13,4798.5,4739.58
01/10/2024,0.4939137888,0.494,4783.45,4759.94,4790.8,4756.2
01/09/2024,0.3072588587,0.307,4756.5,4741.93,4765.47,4730.35
01/08/2024,1.272189978,1.272,4763.54,4703.7,4764.54,4699.82
01/05/2024,0.1422002017,0.142,4697.24,4690.57,4721.49,4682.11
01/04/2024,-0.1860595816,-0.186,4688.68,4697.42,4726.78,4687.53
01/03/2024,-0.4287767165,-0.429,4704.81,4725.07,4729.29,4699.71
01/02/2024,-0.04994520779,-0.05,4742.83,4745.2,4754.33,4722.67
12/29/2023,-0.2728481584,-0.273,4769.83,4782.88,4788.43,4751.99
12/28/2023,-0.06455737458,-0.065,4783.35,4786.44,4793.3,4780.98
12/27/2023,0.1703170663,0.17,4781.58,4773.45,4785.39,4768.9
12/26/2023,0.3339034979,0.334,4774.75,4758.86,4784.72,4758.45
12/22/2023,0.01493504308,0.015,4754.63,4753.92,4772.94,4736.77
12/21/2023,0.4754153534,0.475,4746.75,4724.29,4748.71,4708.35
12/20/2023,-1.393153442,-1.393,4698.35,4764.73,4778.01,4697.82
12/19/2023,0.5196343798,0.52,4768.37,4743.72,4768.69,4743.72
12/18/2023,0.3169981251,0.317,4740.56,4725.58,4749.52,4725.58
12/15/2023,0.1052133646,0.105,4719.19,4714.23,4725.53,4704.69
12/14/2023,-0.03156084253,-0.032,4719.55,4721.04,4738.57,4694.34
12/13/2023,1.310533339,1.311,4707.09,4646.2,4709.69,4643.23
12/12/2023,0.5499859256,0.55,4643.7,4618.3,4643.93,4608.09
12/11/2023,0.6324305143,0.632,4622.44,4593.39,4623.71,4593.39
12/08/2023,0.6155762423,0.616,4604.37,4576.2,4609.23,4574.06
12/07/2023,0.3666138451,0.367,4585.59,4568.84,4590.92,4565.22
12/06/2023,-0.804364369,-0.804,4549.34,4586.23,4590.74,4546.5
12/05/2023,0.2178945636,0.218,4567.18,4557.25,4578.56,4551.68
12/04/2023,0.1185267627,0.119,4569.78,4564.37,4572.37,4546.72
12/01/2023,0.7720263279,0.772,4594.63,4559.43,4599.39,4554.71
11/30/2023,0.2838719876,0.284,4567.8,4554.87,4569.89,4537.24
11/29/2023,-0.4650206481,-0.465,4550.58,4571.84,4587.64,4547.15
11/28/2023,0.205475685,0.205,4554.89,4545.55,4568.14,4540.51
11/27/2023,-0.09725875219,-0.097,4550.43,4554.86,4560.52,4546.32
11/24/2023,0.07682447145,0.077,4559.34,4555.84,4560.31,4552.8
11/22/2023,0.07862878428,0.079,4556.62,4553.04,4568.43,4545.05
11/21/2023,-0.01277879249,-0.013,4538.19,4538.77,4542.14,4525.51
11/20/2023,0.7908327238,0.791,4547.38,4511.7,4557.11,4510.36
11/17/2023,0.09912297236,0.099,4514.02,4509.55,4520.12,4499.66
11/16/2023,0.2481610289,0.248,4508.24,4497.08,4511.99,4487.83
11/15/2023,-0.05371451402,-0.054,4502.88,4505.3,4521.17,4495.31
11/14/2023,0.8237328352,0.824,4495.7,4458.97,4508.67,4458.97
11/13/2023,0.1109683978,0.111,4411.55,4406.66,4421.76,4393.82
11/10/2023,1.170674702,1.171,4415.24,4364.15,4418.03,4353.34
11/09/2023,-1.003322395,-1.003,4347.35,4391.41,4393.4,4343.94
11/08/2023,-0.03626518747,-0.036,4382.78,4384.37,4391.2,4359.76
11/07/2023,0.2787314399,0.279,4378.38,4366.21,4386.26,4355.41
11/06/2023,0.03918181047,0.039,4365.98,4364.27,4372.21,4347.53
11/03/2023,0.5562695104,0.556,4358.34,4334.23,4373.62,4334.23
11/02/2023,1.160191741,1.16,4317.78,4268.26,4319.72,4268.26
11/01/2023,0.8709271244,0.871,4237.86,4201.27,4245.64,4197.74
10/31/2023,0.5386771126,0.539,4193.8,4171.33,4195.55,4153.12
10/30/2023,0.6626580245,0.663,4166.82,4139.39,4177.47,4132.94
10/27/2023,-0.8562629276,-0.856,4117.37,4152.93,4156.7,4103.78
10/26/2023,-0.9281631422,-0.928,4137.23,4175.99,4183.6,4127.9
10/25/2023,-1.078579158,-1.079,4186.77,4232.42,4232.42,4181.42
10/24/2023,0.2807032454,0.281,4247.68,4235.79,4259.38,4219.43
10/23/2023,0.1577047311,0.158,4217.04,4210.4,4255.84,4189.22
10/20/2023,-1.162651941,-1.163,4224.16,4273.85,4276.56,4223.03
10/19/2023,-1.003387822,-1.003,4278,4321.36,4339.54,4269.69
10/18/2023,-0.9811008985,-0.981,4314.6,4357.35,4364.2,4303.84
10/17/2023,0.6436943499,0.644,4373.2,4345.23,4393.57,4337.54
10/16/2023,0.7198833817,0.72,4373.63,4342.37,4383.33,4342.37
10/13/2023,-0.7501450525,-0.75,4327.78,4360.49,4377.1,4311.97
10/12/2023,-0.7151433254,-0.715,4349.61,4380.94,4385.85,4325.43
10/11/2023,0.237256074,0.237,4376.95,4366.59,4378.64,4345.34
10/10/2023,0.4260614091,0.426,4358.24,4339.75,4385.46,4339.64
10/09/2023,1.087427897,1.087,4335.66,4289.02,4341.73,4283.79
10/06/2023,1.740582178,1.741,4308.5,4234.79,4324.1,4219.55
10/05/2023,-0.02629533892,-0.026,4258.19,4259.31,4267.13,4225.91
10/04/2023,0.7066887428,0.707,4263.75,4233.83,4268.5,4220.48
10/03/2023,-0.9438491715,-0.944,4229.45,4269.75,4281.15,4216.45
10/02/2023,0.09032517061,0.09,4288.39,4284.52,4300.58,4260.21
09/29/2023,-0.9271795535,-0.927,4288.05,4328.18,4333.15,4274.86
09/28/2023,0.7038047615,0.704,4299.7,4269.65,4317.27,4264.38
09/27/2023,-0.1896031177,-0.19,4274.51,4282.63,4292.07,4238.63
09/26/2023,-0.9123833726,-0.912,4273.53,4312.88,4313.01,4265.98
09/25/2023,0.6221842798,0.622,4337.44,4310.62,4338.51,4302.7
09/22/2023,-0.4993389747,-0.499,4320.06,4341.74,4357.4,4316.49
09/21/2023,-1.014091204,-1.014,4330,4374.36,4375.7,4329.17
09/20/2023,-1.136585662,-1.137,4402.2,4452.81,4461.03,4401.38
09/19/2023,-0.03284286489,-0.033,4443.95,4445.41,4449.85,4416.61
09/18/2023,0.1889708512,0.189,4453.53,4445.13,4466.36,4442.11
09/15/2023,-1.059586748,-1.06,4450.32,4497.98,4497.98,4447.21
09/14/2023,0.385936922,0.386,4505.1,4487.78,4511.99,4478.69
09/13/2023,0.1073353277,0.107,4467.44,4462.65,4479.39,4453.52
09/12/2023,-0.2541764749,-0.254,4461.9,4473.27,4487.11,4456.83
09/11/2023,0.1446112234,0.145,4487.46,4480.98,4490.77,4467.89
09/08/2023,0.1390604992,0.139,4457.49,4451.3,4473.53,4448.38
09/07/2023,0.3741078576,0.374,4451.14,4434.55,4457.81,4430.46
09/06/2023,-0.5538543766,-0.554,4465.48,4490.35,4490.35,4442.38
09/05/2023,-0.2933442127,-0.293,4496.83,4510.06,4514.29,4496.01
09/01/2023,-0.3273297135,-0.327,4515.77,4530.6,4541.25,4501.35
08/31/2023,-0.2069953354,-0.207,4507.66,4517.01,4532.26,4507.39
08/30/2023,0.3228644947,0.323,4514.87,4500.34,4521.65,4493.59
08/29/2023,1.463651232,1.464,4497.63,4432.75,4500.14,4431.68
08/28/2023,0.1644814879,0.164,4433.31,4426.03,4439.56,4414.98
08/25/2023,0.3720343192,0.372,4405.71,4389.38,4418.46,4356.29
08/24/2023,-1.769857873,-1.77,4376.31,4455.16,4458.3,4375.55
08/23/2023,0.9000464012,0.9,4436.01,4396.44,4443.18,4396.44
08/22/2023,-0.6291715455,-0.629,4387.55,4415.33,4418.59,4382.77
08/21/2023,0.4449487247,0.445,4399.77,4380.28,4407.55,4360.3
08/18/2023,0.571477233,0.571,4369.71,4344.88,4381.82,4335.31
08/17/2023,-1.040685458,-1.041,4370.36,4416.32,4421.17,4364.83
08/16/2023,-0.6644428356,-0.664,4404.33,4433.79,4449.95,4403.55
08/15/2023,-0.9156327377,-0.916,4437.86,4478.87,4478.87,4432.19
08/14/2023,0.7085930648,0.709,4489.72,4458.13,4490.33,4453.44
08/11/2023,0.3001781746,0.3,4464.05,4450.69,4476.23,4443.98
08/10/2023,-0.4084989169,-0.408,4468.83,4487.16,4527.37,4457.92
08/09/2023,-0.7521820165,-0.752,4467.71,4501.57,4502.44,4461.33
08/08/2023,0.03001313909,0.03,4499.38,4498.03,4503.31,4464.39
08/07/2023,0.598007828,0.598,4518.44,4491.58,4519.84,4491.15
08/04/2023,-0.7959751526,-0.796,4478.03,4513.96,4540.34,4474.55
08/03/2023,0.169549226,0.17,4501.89,4494.27,4519.49,4485.54
08/02/2023,-0.8248863419,-0.825,4513.39,4550.93,4550.93,4505.75
08/01/2023,-0.04586324454,-0.046,4576.73,4578.83,4584.62,4567.53
07/31/2023,0.09029798335,0.09,4588.96,4584.82,4594.22,4573.14
07/28/2023,0.3609483655,0.361,4582.23,4565.75,4590.16,4564.01
07/27/2023,-1.32332665,-1.323,4537.41,4598.26,4607.07,4528.56
07/26/2023,0.1708723042,0.171,4566.75,4558.96,4582.47,4547.58
07/25/2023,0.2693630782,0.269,4567.46,4555.19,4580.62,4552.42
07/24/2023,0.2476124656,0.248,4554.64,4543.39,4563.41,4541.29
07/21/2023,-0.3037255833,-0.304,4536.34,4550.16,4555,4535.79
07/20/2023,-0.4283788353,-0.428,4534.87,4554.38,4564.74,4527.56
07/19/2023,0.04053577337,0.041,4565.72,4563.87,4578.43,4557.48
07/18/2023,0.734224133,0.734,4554.98,4521.78,4562.3,4514.59
07/17/2023,0.3089472727,0.309,4522.79,4508.86,4532.85,4504.9
07/14/2023,-0.2035613264,-0.204,4505.42,4514.61,4527.76,4499.56
07/13/2023,0.412779695,0.413,4510.04,4491.5,4517.38,4489.36
07/12/2023,0.1000517046,0.1,4472.16,4467.69,4488.34,4463.23
07/11/2023,0.5369659499,0.537,4439.26,4415.55,4443.64,4408.46
07/10/2023,0.3481838684,0.348,4409.53,4394.23,4412.6,4389.92
07/07/2023,-0.1269145019,-0.127,4398.95,4404.54,4440.39,4397.4
07/06/2023,-0.2493996771,-0.249,4411.59,4422.62,4422.62,4385.05
07/05/2023,0.107608216,0.108,4446.82,4442.04,4454.06,4436.61
07/03/2023,0.1148190757,0.115,4455.59,4450.48,4456.46,4442.29
06/30/2023,0.6317779325,0.632,4450.38,4422.44,4458.48,4422.44
06/29/2023,0.4914353111,0.491,4396.44,4374.94,4398.39,4371.97
06/28/2023,0.2147691575,0.215,4376.86,4367.48,4390.35,4360.22
06/27/2023,0.9464282421,0.946,4378.41,4337.36,4384.42,4335
06/26/2023,-0.3687132322,-0.369,4328.82,4344.84,4362.06,4328.08
06/23/2023,-0.1341242992,-0.134,4348.33,4354.17,4366.55,4341.34
06/22/2023,0.6082104973,0.608,4381.89,4355.4,4382.25,4351.82
06/21/2023,-0.3269398928,-0.327,4365.69,4380.01,4386.22,4360.14
06/20/2023,-0.1683306378,-0.168,4388.71,4396.11,4400.15,4367.19
06/16/2023,-0.7061552145,-0.706,4409.59,4440.95,4448.47,4407.44
06/15/2023,1.386149501,1.386,4425.84,4365.33,4439.2,4362.6
06/14/2023,0.1442872553,0.144,4372.59,4366.29,4391.82,4337.85
06/13/2023,0.376785423,0.377,4369.01,4352.61,4375.37,4349.31
06/12/2023,0.7104857578,0.71,4338.93,4308.32,4340.13,4304.37
06/09/2023,-0.1398412964,-0.14,4298.86,4304.88,4322.62,4291.7
06/08/2023,0.5912821029,0.591,4293.93,4268.69,4298.01,4261.07
06/07/2023,-0.4188572082,-0.419,4267.52,4285.47,4299.19,4263.96
06/06/2023,0.2928823273,0.293,4283.85,4271.34,4288.33,4263.09
06/05/2023,-0.2148032099,-0.215,4273.79,4282.99,4299.28,4266.82
06/02/2023,0.9752393887,0.975,4282.37,4241.01,4290.67,4241.01
06/01/2023,0.9081933431,0.908,4221.02,4183.03,4232.43,4171.64
05/31/2023,-0.2603358834,-0.26,4179.83,4190.74,4195.44,4166.15
05/30/2023,-0.5013355541,-0.501,4205.52,4226.71,4231.1,4192.18
05/26/2023,1.185950493,1.186,4205.45,4156.16,4212.87,4156.16
05/25/2023,-0.1066003162,-0.107,4151.28,4155.71,4165.74,4129.73
05/24/2023,-0.4287484031,-0.429,4115.24,4132.96,4132.96,4103.98
05/23/2023,-0.747462172,-0.747,4145.58,4176.8,4185.68,4142.54
05/22/2023,0.04414452679,0.044,4192.63,4190.78,4209.22,4179.68
05/19/2023,-0.289475875,-0.289,4191.98,4204.15,4212.91,4180.2
05/18/2023,0.9709741971,0.971,4198.05,4157.68,4202.2,4153.5
05/17/2023,0.8712419807,0.871,4158.77,4122.85,4164.67,4113.62
05/16/2023,-0.4372630482,-0.437,4109.9,4127.95,4135.54,4109.86
05/15/2023,0.233361201,0.233,4136.28,4126.65,4141.25,4110.27
05/12/2023,-0.3493985802,-0.349,4124.08,4138.54,4143.74,4099.12
05/11/2023,-0.03920391846,-0.039,4130.62,4132.24,4132.8,4109.29
05/10/2023,-0.1472100083,-0.147,4137.64,4143.74,4154.28,4098.92
05/09/2023,-0.1231739104,-0.123,4119.17,4124.25,4130.35,4116.65
05/08/2023,0.02755633336,0.028,4138.12,4136.98,4142.3,4123.81
05/05/2023,1.261282875,1.261,4136.25,4084.73,4147.02,4084.73
05/04/2023,-0.5224675754,-0.522,4061.22,4082.55,4082.61,4048.28
05/03/2023,-0.7641457942,-0.764,4090.75,4122.25,4148.3,4088.86
05/02/2023,-1.069138589,-1.069,4119.58,4164.1,4164.1,4089.72
05/01/2023,0.02591923279,0.026,4167.87,4166.79,4186.92,4164.12
04/28/2023,0.9649774919,0.965,4169.48,4129.63,4170.06,4127.18
04/27/2023,1.47376015,1.474,4135.35,4075.29,4138.24,4075.29
04/26/2023,-0.7776837305,-0.778,4055.99,4087.78,4089.67,4049.35
04/25/2023,-1.328024467,-1.328,4071.63,4126.43,4126.43,4071.38
04/24/2023,0.1202786981,0.12,4137.04,4132.07,4142.41,4117.77
04/21/2023,0.03339673874,0.033,4133.52,4132.14,4138.02,4113.86
04/20/2023,-0.01670508028,-0.017,4129.79,4130.48,4148.57,4114.57
04/19/2023,0.366967601,0.367,4154.52,4139.33,4162.57,4134.49
04/18/2023,-0.2254902432,-0.225,4154.87,4164.26,4169.48,4140.36
04/17/2023,0.3420212367,0.342,4151.32,4137.17,4151.72,4123.18
04/14/2023,-0.05966025057,-0.06,4137.64,4140.11,4163.19,4113.2
04/13/2023,1.126330475,1.126,4146.22,4100.04,4150.26,4099.4
04/12/2023,-0.7222712848,-0.722,4091.95,4121.72,4134.37,4086.94
04/11/2023,-0.03284439784,-0.033,4108.94,4110.29,4124.26,4102.61
04/10/2023,0.5852834623,0.585,4109.11,4085.2,4109.5,4072.55
04/06/2023,0.5848841626,0.585,4105.02,4081.15,4107.32,4069.84
04/05/2023,-0.1006227867,-0.101,4090.38,4094.5,4099.69,4072.56
04/04/2023,-0.664481605,-0.664,4100.6,4128.03,4133.13,4086.87
04/03/2023,0.5438545171,0.544,4124.51,4102.2,4127.66,4098.79
03/31/2023,1.309853113,1.31,4109.31,4056.18,4110.75,4056.18
03/30/2023,0.1010690086,0.101,4050.83,4046.74,4057.85,4032.1
03/29/2023,0.7070830823,0.707,4027.81,3999.53,4030.59,3999.53
03/28/2023,-0.07196543646,-0.072,3971.27,3974.13,3979.2,3951.53
03/27/2023,-0.1355785816,-0.136,3977.53,3982.93,4003.83,3970.49
03/24/2023,0.8067607464,0.807,3970.99,3939.21,3972.74,3909.16
03/23/2023,-0.2649518465,-0.265,3948.72,3959.21,4007.66,3919.05
03/22/2023,-1.62592078,-1.626,3936.97,4002.04,4039.49,3936.17
03/21/2023,0.6785902024,0.679,4002.87,3975.89,4009.08,3971.19
03/20/2023,0.870459761,0.87,3951.57,3917.47,3956.62,3916.89
03/17/2023,-1.062220078,-1.062,3916.64,3958.69,3958.91,3901.27
03/16/2023,2.097227844,2.097,3960.28,3878.93,3964.46,3864.11
03/15/2023,0.3918240584,0.392,3891.93,3876.74,3894.26,3838.24
03/14/2023,0.6492022363,0.649,3919.29,3894.01,3937.29,3873.63
